,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
88,arrobaji,Provinciano en Santiago (hasta la pandemia). Me encanta cocinar y el deporte,,1792,2297,104993,134,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
89,jacksonrocha_13,We must remain perfect strangers,Teresina - PI,711,336,8086,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
90,mo_amin2020600,,,604,67,3278,321,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
91,diogojordan23,"Basketball Player. In Jesus name, I play 🏀❤️🙏🏼 Hebreus 10:36 ❤️ Shooting Guard #23",RJ/Dallas 🇧🇷🇺🇸,2835,589,76059,321,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
92,Natts_Lopez,"A girl from Argentina who loves fashion, music, comics, NFL and football.
Love watching sports and criminal series.
#CARP #COYG #MiaSanMia #GoPats #Marvel #DC",ARG/UK/GER/USA/NED,5002,1361,169269,1016,"🏁 TOP TEN (LAP 50/50) 🏁

Hamilton
Verstappen
Bottas
Ocon
Ricciardo
Gasly
Leclerc
Sainz
Giovinazzi
Norris

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6wXq0nRZWY","['SaudiArabianGP', 'F1']"
93,RayanTncz,🇹🇳 Bizerte,"Cannes, France",795,334,2346,15130,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
94,an1mast,WHY YOU DO DIS MAN,"Sydney, Australia",144,7,129,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
95,Denshen_,"❤️💞@y_trishia💞❤️

✨Pronto llegará la primavera, la estación en la que te conocí. Una primavera en la que ya no estarás✨",Spain,1044,196,17423,15130,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
96,derrick_makori,"Happy feet👣
Redbull racing
GGMU❤
My life my rules..",,149,146,399,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
97,perfect_Hanshin,「信号無視する奴」･「エスカレーター歩く奴」･「通話する時だけマスク外す奴」は誰であろうと許しません。,神宮or東京ドームor浜スタ,647,358,11955,15130,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
98,Tomas_MarinMar,"Periodisme UMH 📝
M' agrada parlar sobre ⚽, 🏎️...
Abans en @apunt_media 📺",Xàtiva-Elx,1384,300,5041,134,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
99,Natts_Lopez,"A girl from Argentina who loves fashion, music, comics, NFL and football.
Love watching sports and criminal series.
#CARP #COYG #MiaSanMia #GoPats #Marvel #DC",ARG/UK/GER/USA/NED,5002,1361,169269,1421,"MAX: ""It was eventful, a lot of things happened that I don't fully agree with but it is what it is.

""I slowed down, I wanted to let him by, I was on the right but he didn't want to overtake and we touched. I don't really understand what happened there""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bvQyx7CxNW",[]
100,XtianDomingo_,"Registered Pharmacist 💊  Eurovision & F1 Fan (McLaren + Ferrari + Russell + Vettel), European Dreams🇧🇪🇫🇷🇩🇪🇮🇹🇳🇱🇬🇧🇮🇪🇪🇸🇪🇺","Pulilan, Central Luzon",2233,655,80464,4,"#SaudiArabianGP: @marc_gene’s debrief 🇸🇦 

#essereFerrari 🔴 https://t.co/bvPN4Qm0RB","['SaudiArabianGP', 'essereFerrari']"
101,130Rperform,"Motorsport driver development specialising in sport psychology, with over twelve years experience #DrivingTalent through elite sport environments.",United Kingdom,431,557,1365,0,"Anyway... above all else that will inevitably rumble on from the #SaudiArabianGP today, we should be wishing both Theo Pourchaire and Enzo Fittipaldi speedy recoveries after that nasty looking accident in the #F2 race.","['SaudiArabianGP', 'F2']"
102,valsarb,MIP / ⚕️EMCS,,242,299,1050,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
103,boo_bid,F1 fan.,,60,7,269,613,"#SaudiArabianGP 🇸🇦: Felipe Massa is saying that when you slow down you’re supposed to stay on the outside to show that you’re giving back a position but Max stayed in the middle of the track. “It’s a bit strange, so in my view 5s was quite a small penalty”",['SaudiArabianGP']
104,thfcbxn,,,1370,1404,9696,974,"Christian Horner and Toto Wolff during the Red Flags:

#F1 #WTF1 #SaudiArabianGP 
https://t.co/ktgilboEzJ","['F1', 'WTF1', 'SaudiArabianGP']"
105,hamudi_youssef,,Amante de velocidad,500,25,1293,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
106,caaangry,,San Rafael Mendoza,4992,3622,139898,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
107,Natts_Lopez,"A girl from Argentina who loves fashion, music, comics, NFL and football.
Love watching sports and criminal series.
#CARP #COYG #MiaSanMia #GoPats #Marvel #DC",ARG/UK/GER/USA/NED,5002,1361,169269,573,"VALTTERI: ""It was not an easy day with all the red flags. It wasn't easy to overtake but I just kept pushing and it was great to take the podium place right at the end there""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/lllbe1Nhfw",[]
108,spirin_igor,"шел, иду, продолжаю идти....чертов камень, снова продолжаю идти",Москва,321,6,40,12,Sum that race up in a GIF …. #SaudiArabianGP #skyf1 https://t.co/CCU5ZnpKda,"['SaudiArabianGP', 'skyf1']"
109,_matildepereira,ig:matilde.pereiraa_,,116,137,2267,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
110,Luis_Gonzaless,"-25
Fanático del deporte Y Apasionado del @CF_America @realmadrid  ⚽  ❤ #HalaMadrid","Juárez, Chiapas",814,191,84161,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
111,CarlosRMA94,27. Real Madrid ⚪️. Fútbol ⚽️ Baloncesto 🏀 Formula 1 🏎 Moto Gp 🏍 Tenis 🎾. Gamer PS3 & PS4 & PS5🎮. Carrocero en @EMTmadrid 🛠🚌. #StopTerrorismoInformativo,"Madrid, Comunidad de Madrid",392,384,57140,15130,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
112,RedKalaharian,@ChelseaFC fan,Namibia,4654,4370,235443,58,"Max Verstappen is a pure, unadulterated disgrace. Even in a space as openly nepotistic and racist as @F1, week-on-week, Verstappen continues to set a new precedent for what counts as unabated privilege.

#SaudiArabianGP #F1",[]
113,LautiAlderete_,,"San Fernando, Argentina",363,155,5387,321,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
114,jolugo21,B.M.E. ⚙️ CEO & Entrepreneur 🏭 Real Estate Investor 🏘 Live every moment of my life as if it were the last❗️Love to God and my family ❗️🗺 Traveler❗️,🇨🇴➖🇦🇷➖🇺🇸➖🗺,2411,478,54670,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
115,etere_d,Life is better with Wine,,225,15,568,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
116,Hsalammar,,Al Khobar,105,158,336,350,Your 𝗗𝗿𝗶𝘃𝗲𝗿 𝗼𝗳 𝘁𝗵𝗲 𝗗𝗮𝘆 💙 #SaudiArabianGP 🏁 https://t.co/nojzk2NlEw,['SaudiArabianGP']
117,RastaLaGoat,Sic Parvis Magna | KSU,Riyadh,186,183,555,73,Bottas vs Ocon #SaudiArabianGP #F1 https://t.co/XDJfmTMbfO,"['SaudiArabianGP', 'F1']"
118,raztaf1,"IT Bloke, down to earth chap, Big F1 fan, part time F1 Scrutineer, Life long Michael Schumacher Fans Aviation geek #Brexpat in #Deutschland","Hesse, Germany",2579,1443,52953,2,"Over-regulated F1 missed Whiting in Jeddah - Horner
 
Full story 👉 https://t.co/7Fz6mcKGRL
 
#F1 #Horner #SaudiArabianGP #Whiting
https://t.co/7Fz6mcKGRL","['F1', 'Horner']"
119,Natts_Lopez,"A girl from Argentina who loves fashion, music, comics, NFL and football.
Love watching sports and criminal series.
#CARP #COYG #MiaSanMia #GoPats #Marvel #DC",ARG/UK/GER/USA/NED,5002,1361,169269,1731,"LEWIS: ""I've been racing a long time, but that was incredibly tough! I tried to be as tough and as sensible as I could out there, with all my experience over the years... It as difficult, but we persevered as a team""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/chzxvXuiaW",[]
120,PJ_Petersen,#dirtywater  #FTTB,"Oregon, USA",1183,656,15978,11602,"LEWIS HAMILTON TAKES THE 🏁

And with the fastest lap, he moves level in the championship race with Max Verstappen on 369.5 points!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/hnHfPElD3J",[]
121,_martinpunch,Man of Sales | Digital Advertising | Formula 1 | Crypto | NFT,🌏,221,78,8390,124,People ask why I keep tweeting about bad things @Max33Verstappen does. Well here’s your answer. He’s keeps doing them. Awful things. Things that get stamped out of most people in junior categories. His driving is illegal - and he does it far far too often. #F1 #SaudiArabianGP,[]
122,CRASH_NET_F1,"All the F1 news, features, reports and live coverage from each and every race (and the gaps in between)",The F1 paddock,248,15932,75382,0,"The stewards have decided not to penalise either Charles Leclerc or Sergio Perez for their Turn 3 collision at the #SaudiArabianGP 

Full story: https://t.co/Y1OIziW1sD #F1","['SaudiArabianGP', 'F1']"
123,I_am_bowale,30BG😈 / Don jazzy Fan/ Manchester United / DM for Promotions #Abegtag @i_am_bowale/ AAUA Alumnus 👨‍🎓,"Lagos, Nigeria",1521,1756,29515,4,"I cannot laugh alone 🤣😂🤣😂🤣😂🤣😂.... More life to Nyaope boys😂🙏
.
#DateMyFamily 
#CellC20thBirthday 
#mamazala 
Pastor Fred 
Cape Town City 
#SaudiArabianGP 
#MoneyHeist 
Lewis 
Schumacher 
Lukaku https://t.co/0sllsAmJK7","['DateMyFamily', 'CellC20thBirthday', 'mamazala']"
124,salgueir07,Lx 📍,"Lisboa, Portugal",348,387,3602,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
125,helandouer_b,CL16 PG10 piarles ｜Marvel Tom Holland RDJ ｜ reactivated oct21,18 she/her 🇨🇳🇦🇺,143,91,415,8,"Sooner or later the luck will be with us for the whole race &amp; not just for a part 😅

But you keep doing amazing @Charles_Leclerc 👏🏻✨💪🏻♥️

📸imago images
@ScuderiaFerrari #SaudiArabianGP #F1 https://t.co/mSjdZlCjki",[]
126,wireless_step,,,1,972,60935,2,"#BREAKING 
#Mercedes’ #LewisHamilton has won the Saudi Arabian Grand Prix 

#SaudiArabianGP  #F1 #BreakingNews https://t.co/TBugiH6WEG","['BREAKING', 'Mercedes', 'LewisHamilton', 'SaudiArabianGP', 'F1', 'BreakingNews']"
127,Bonga_C12,I am my first love | 911 is a cult | Tech nerd |Puppy 🐶dad | bisexual 🏳️‍🌈,"San Francisco, CA",259,274,15067,11,"Congratulations to Lewis Hamilton for winning the #SaudiArabianGP 🏆🇸🇦

@LewisHamilton | @MercedesAMGF1 | @F1 https://t.co/2Ql6AZL1ly",['SaudiArabianGP']
128,F1GP_ManUtd,82K Official Tweets/Retweets of @F1 (https://t.co/SBzviySCVn) @SkySportsF1 @MercedesAMGF1 @autosport @autosportlive @Schumacher @KeepFighting @ManUtd (https://t.co/z9Q4uPu9dK),(Worldwide),83863,81702,218341,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
129,Yvsvvvf,Private Figure |,,747,1236,121450,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
130,martajett,la gente no es gay porque no está informada,,95,33,28585,56,Toto was literally me and my Dad this race #SaudiArabianGP https://t.co/RJdrtEnYwg,['SaudiArabianGP']
131,SFC_CorkIreland,"We're Ireland's only official Scuderia Ferrari Fan Club!
#liveyourferraripassion
#essereFerrari
#ForzaFerrari

Our club is nationwide - come join us!",Ireland,1173,250,7227,4,"#SaudiArabianGP: @marc_gene’s debrief 🇸🇦 

#essereFerrari 🔴 https://t.co/bvPN4Qm0RB","['SaudiArabianGP', 'essereFerrari']"
132,Tafamwa,let's Hear It.,,121,2,14,143,"That Mad Max is trending says it all. Irresponsible, selfish, dangerous driving from Verstappen, and nobody should be making excuses for him-- and that includes the FIA. #Formula1 #SaudiArabianGP",[]
133,davidbailo11,,,7,50,5,0,"Unpopular opinion:
Lewis was a bit faster, Max did every damn thing he could, what I can somehow respect.
I think both of them know, that both of them would've done the same things in each others positions. And if its like that, nothing wrong happened today #SaudiArabianGP #F1","['SaudiArabianGP', 'F1']"
134,Nomie_fied,"What that soul, heart and mouf do thou?? Ribs,JCole, Messi, Lewis Hamilton and Man City expert. Nomie Stan acc",,557,3177,155883,2,"Verstappen's attitude towards the art of racing and his fellow competitors is morally rotten. He repeatedly acts in bad faith on purpose to gain an advantage, whilst trying to plead his innocence. Brundle's right to call him out. #formula1 #F1 #SaudiArabianGP",[]
135,BugB4rney,"Se a vida é uma grande brincadeira, eu to brincando errado então",Ribeirão Preto - Sp,279,388,17745,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
136,NLatifi_fan,"Fan of Nicholas Latifi 💙
Canadian Formula1 driver for Williams🇨🇦🏎️",,103,120,2144,469,"Standing together for Sir Frank ❤️

This one is for you. 

#essereFerrari🔴 #SaudiArabianGP @WilliamsRacing https://t.co/q6RoR6NiiN","['essereFerrari', 'SaudiArabianGP']"
137,lisahamilton_14,lisahamilton_14📸,"Glasgow, Scotland",91,101,630,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
138,DourlensR,"@lea_pich0n🥵


















































































•L3 Biologie•",Lille,206,117,919,15131,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
139,GPinsss_,Need to travel. 🏎 #CL16 #CS55 #MV33 #SV4 #DR3🏎,Italy,603,251,18728,2705,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
140,BFranROCK,Ayrtonista. Tester QA & dev attempt,"Mar del Plata, Argentina",557,170,2037,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
